,real,target,preds,lower,upper
04-07-12,12350.0,12350.0,11961.56884765625,10077.539176470409,13845.598518842091
04-07-13,12250.0,12250.0,12001.15185546875,10091.02107689654,13911.28263404096
04-07-14,12050.0,12050.0,12128.357421875,10238.711599177852,14018.003244572148
04-07-15,12200.0,12200.0,12221.02783203125,10402.200462827277,14039.855201235223
04-07-16,12050.0,12050.0,12195.173828125,10387.506495525718,14002.841160724282
04-07-19,12300.0,12300.0,12120.72802734375,10279.635729184545,13961.820325502955
04-07-20,12000.0,12000.0,12091.82470703125,10222.290979348365,13961.358434714135
04-07-21,12150.0,12150.0,12123.37109375,10259.117364734415,13987.624822765585
04-07-22,12100.0,12100.0,12096.37548828125,10286.618491184165,13906.132485378335
04-07-23,12000.0,12000.0,11944.0537109375,10132.10347663301,13756.00394524199
04-07-26,12100.0,12100.0,11743.41015625,9877.616428133762,13609.203884366238
04-07-27,12350.0,12350.0,11602.23193359375,9685.175178689655,13519.288688497845
04-07-28,12450.0,12450.0,11544.390625,9613.903445553613,13474.877804446387
04-07-29,12300.0,12300.0,11517.3046875,9605.278598262737,13429.330776737263
04-07-30,12200.0,12200.0,11464.95166015625,9541.64009336757,13388.26322694493
04-08-02,12050.0,12050.0,11404.1513671875,9450.838167057667,13357.464567317333
04-08-03,11950.0,11950.0,11385.88720703125,9407.36518431089,13364.40922975161
04-08-04,12100.0,12100.0,11439.0986328125,9463.278916706133,13414.918348918867
04-08-05,12050.0,12050.0,11513.8544921875,9577.35545353114,13450.35353084386
04-08-06,11800.0,11800.0,11517.3544921875,9600.156090783581,13434.552893591419
04-08-09,12100.0,12100.0,11496.8681640625,9549.39082357908,13444.34550454592
04-08-10,12050.0,12050.0,11533.04052734375,9537.029103279816,13529.051951407684
04-08-11,11900.0,11900.0,11647.01025390625,9666.726879072343,13627.293628740157
04-08-12,12100.0,12100.0,11736.07373046875,9831.508149694264,13640.639311243236
04-08-13,12050.0,12050.0,11732.93115234375,9849.39494172322,13616.46736296428
04-08-16,11900.0,11900.0,11675.7197265625,9773.374108821203,13578.065344303797
04-08-17,12050.0,12050.0,11661.6572265625,9735.323904100123,13587.990549024877
04-08-18,12100.0,12100.0,11721.921875,9798.539412572418,13645.304337427582
04-08-19,12400.0,12400.0,11771.78955078125,9889.844395567123,13653.734705995377
04-08-20,12400.0,12400.0,11731.181640625,9858.083960690255,13604.279320559745
04-08-23,12350.0,12350.0,11644.9375,9747.876524506775,13541.998475493225
04-08-24,12450.0,12450.0,11586.47021484375,9661.57039451499,13511.37003517251
04-08-25,12600.0,12600.0,11599.404296875,9668.337251120409,13530.471342629591
04-08-26,12550.0,12550.0,11630.564453125,9728.627790006905,13532.501116243095
04-08-27,12650.0,12650.0,11595.96533203125,9703.588604015245,13488.342060047255
04-08-30,12650.0,12650.0,11533.8564453125,9613.578802119526,13454.134088505474
04-08-31,12600.0,12600.0,11499.98046875,9558.907548856623,13441.053388643377
04-09-01,12700.0,12700.0,11534.81591796875,9594.196259190927,13475.435576746573
04-09-02,12700.0,12700.0,11595.607421875,9685.974425392551,13505.240418357449
04-09-03,12350.0,12350.0,11602.06103515625,9701.435222996988,13502.686847315512
04-09-06,12550.0,12550.0,11577.25439453125,9654.550904205045,13499.957884857455
04-09-07,12950.0,12950.0,11584.98828125,9647.88709283902,13522.08946966098
04-09-08,12950.0,12950.0,11654.466796875,9728.090021552125,13580.843572197875
04-09-09,13200.0,13200.0,11685.77880859375,9803.616543356666,13567.941073830834
04-09-10,13000.0,13000.0,11622.6279296875,9739.753168038893,13505.502691336107
04-09-13,13050.0,13050.0,11523.77001953125,9613.07374480557,13434.46629425693
04-09-14,13100.0,13100.0,11485.92919921875,9543.232825515468,13428.625572922032
04-09-15,13100.0,13100.0,11535.6396484375,9592.287201870935,13478.992095004065
04-09-16,13200.0,13200.0,11572.32958984375,9673.194994471942,13471.464185215558
04-09-17,13000.0,13000.0,11526.03271484375,9630.277296628125,13421.788133059375
04-09-20,13200.0,13200.0,11450.7490234375,9525.26007394126,13376.23797293374
04-09-21,13100.0,13100.0,11421.3115234375,9466.3912131169,13376.2318337581
04-09-22,13000.0,13000.0,11467.58984375,9512.003291510027,13423.176395989973
04-09-23,12750.0,12750.0,11508.07958984375,9592.365071678409,13423.794108009091
04-09-24,12350.0,12350.0,11481.26220703125,9576.080807547836,13386.443606514664
04-09-30,12400.0,12400.0,11428.634765625,9495.287214453787,13361.982316796213
04-10-01,12300.0,12300.0,11424.740234375,9464.112275972097,13385.368192777903
04-10-04,12550.0,12550.0,11509.9677734375,9550.71881206175,13469.21673481325
04-10-05,13100.0,13100.0,11627.8388671875,9711.332711013494,13544.345023361506
04-10-06,13000.0,13000.0,11680.90625,9789.564822674882,13572.247677325118
04-10-07,12750.0,12750.0,11674.3095703125,9774.281730233364,13574.337410391636
04-10-08,12750.0,12750.0,11694.3466796875,9779.33437846239,13609.35898091261
04-10-11,12900.0,12900.0,11799.57861328125,9893.528174227175,13705.629052335325
04-10-12,12750.0,12750.0,11938.06103515625,10076.643098408502,13799.478971903998
04-10-13,12750.0,12750.0,11989.70458984375,10158.31843259911,13821.09074708839
04-10-14,12650.0,12650.0,11947.5029296875,10094.37601646151,13800.62984291349
04-10-15,12550.0,12550.0,11937.05859375,10053.54989140941,13820.56729609059
04-10-18,12750.0,12750.0,12011.28369140625,10139.822110408393,13882.745272404107
04-10-19,12950.0,12950.0,12055.17724609375,10240.36006756658,13869.99442462092
04-10-20,12800.0,12800.0,12023.083984375,10209.616988547465,13836.550980202535
04-10-21,12550.0,12550.0,11982.3173828125,10131.3625821637,13833.2721834613
04-10-22,12600.0,12600.0,12019.1162109375,10142.400170515719,13895.832251359281
04-10-25,12100.0,12100.0,12148.79931640625,10288.943023097901,14008.655609714599
04-10-26,12200.0,12200.0,12263.767578125,10462.980317530479,14064.554838719521
04-10-27,12200.0,12200.0,12281.21826171875,10498.734342842768,14063.702180594732
04-10-28,12500.0,12500.0,12243.32421875,10440.857429930928,14045.791007569072
04-10-29,12500.0,12500.0,12248.7568359375,10426.178339235661,14071.335332639339
04-11-01,12700.0,12700.0,12332.86865234375,10524.343624316578,14141.393680370922
04-11-02,12850.0,12850.0,12426.21142578125,10662.835424877996,14189.587426684504
04-11-03,13250.0,13250.0,12439.515625,10689.837784074736,14189.193465925264
04-11-04,12950.0,12950.0,12396.46923828125,10628.414239905733,14164.524236656767
04-11-05,12900.0,12900.0,12365.7548828125,10584.507916398252,14147.001849226748
04-11-08,12600.0,12600.0,12371.0380859375,10603.40377179411,14138.67240008089
04-11-09,12600.0,12600.0,12410.46533203125,10664.337350204916,14156.593313857584
04-11-10,12650.0,12650.0,12459.07080078125,10719.422157719813,14198.719443842687
04-11-11,12950.0,12950.0,12441.0234375,10726.96110141652,14155.08577358348
04-11-12,13050.0,13050.0,12354.310546875,10612.61645129646,14096.00464245354
04-11-15,13000.0,13000.0,12283.29248046875,10494.232899545425,14072.352061392075
04-11-16,12900.0,12900.0,12289.36083984375,10480.532115219026,14098.189564468474
04-11-17,13150.0,13150.0,12370.7041015625,10579.618350946555,14161.789852178445
04-11-18,13200.0,13200.0,12418.876953125,10671.891560383327,14165.862345866673
04-11-19,13200.0,13200.0,12361.80078125,10616.029700066909,14107.571862433091
04-11-22,12950.0,12950.0,12262.74658203125,10480.370343136803,14045.122820925697
04-11-23,13100.0,13100.0,12217.4697265625,10408.016760600896,14026.922692524104
04-11-24,13250.0,13250.0,12254.55712890625,10451.144057188178,14057.970200624322
04-11-25,13400.0,13400.0,12295.0654296875,10527.236737595058,14062.894121779942
04-11-26,13300.0,13300.0,12273.74169921875,10504.672170717535,14042.811227719965
04-11-29,13650.0,13650.0,12220.45751953125,10427.270317979963,14013.644721082537
04-11-30,13900.0,13900.0,12197.3740234375,10391.240816233798,14003.507230641202
04-12-01,13900.0,13900.0,12244.14208984375,10445.750087758739,14042.534091928761
04-12-02,14100.0,14100.0,12282.29296875,10527.110862990026,14037.475074509974
04-12-03,14050.0,14050.0,12217.83056640625,10468.690466889446,13966.970665923054
04-12-06,13600.0,13600.0,12090.857421875,10308.047601648916,13873.667242101084
04-12-07,13500.0,13500.0,12016.390625,10194.107258410417,13838.673991589583
04-12-08,13250.0,13250.0,12046.32177734375,10219.2808964313,13873.3626582562
04-12-09,13000.0,13000.0,12097.240234375,10295.95596071918,13898.52450803082
04-12-10,13300.0,13300.0,12103.03076171875,10297.48665707819,13908.57486635931
04-12-13,13550.0,13550.0,12118.34326171875,10285.409287549584,13951.277235887916
04-12-14,13700.0,13700.0,12210.01513671875,10370.676479900896,14049.353793536604
04-12-15,13700.0,13700.0,12378.55810546875,10574.326840490981,14182.789370446519
04-12-16,13800.0,13800.0,12476.42919921875,10743.225902569395,14209.632495868105
04-12-17,13850.0,13850.0,12422.01123046875,10700.467205711979,14143.555255225521
04-12-20,14000.0,14000.0,12306.50244140625,10544.86619352163,14068.13868929087
04-12-21,13750.0,13750.0,12260.6005859375,10461.926644645933,14059.274527229067
04-12-22,14000.0,14000.0,12340.47900390625,10540.072328344966,14140.885679467534
04-12-23,13750.0,13750.0,12437.30322265625,10682.953733144957,14191.652712167543
04-12-24,13850.0,13850.0,12445.2783203125,10708.076055605916,14182.480585019084
04-12-27,13300.0,13300.0,12404.2431640625,10645.203829103837,14163.282499021163
04-12-28,13400.0,13400.0,12416.02392578125,10638.164691997998,14193.883159564502
04-12-29,13200.0,13200.0,12531.46435546875,10766.97414506239,14295.95456587511
04-12-30,13450.0,13450.0,12651.91015625,10943.350783388045,14360.469529111955
05-01-03,13250.0,13250.0,12668.79736328125,10979.194714211337,14358.400012351163
05-01-04,13400.0,13400.0,12624.12646484375,10911.458340166564,14336.794589520936
05-01-05,13300.0,13300.0,12626.81396484375,10893.548308120371,14360.079621567129
05-01-06,13000.0,13000.0,12739.1298828125,11016.949418250104,14461.310347374896
05-01-07,12800.0,12800.0,12904.6005859375,11229.209567257007,14579.991604617993
05-01-10,13100.0,13100.0,13011.00048828125,11360.174048386492,14661.826928176008
05-01-11,13150.0,13150.0,13049.2412109375,11380.400341608136,14718.082080266864
05-01-12,12900.0,12900.0,13140.16015625,11459.840065116268,14820.480247383732
05-01-13,13050.0,13050.0,13347.16796875,11700.056846216688,14994.279091283312
05-01-14,13100.0,13100.0,13479.998046875,11919.18938651618,15040.80670723382
05-01-17,12950.0,12950.0,13425.23291015625,11876.849936732822,14973.615883579678
05-01-18,12850.0,12850.0,13265.7021484375,11673.828546214088,14857.575750660912
05-01-19,12900.0,12900.0,13135.72802734375,11507.36407654233,14764.09197814517
05-01-20,12750.0,12750.0,13108.38671875,11468.910699812324,14747.862737687676
05-01-21,12750.0,12750.0,13115.611328125,11491.876000897555,14739.346655352445
05-01-24,12550.0,12550.0,13076.3583984375,11444.033535247003,14708.683261627997
05-01-25,12500.0,12500.0,13030.9931640625,11370.488355906251,14691.497972218749
05-01-26,12700.0,12700.0,13056.708984375,11385.043517120892,14728.374451629108
05-01-27,12700.0,12700.0,13204.99072265625,11553.292488316752,14856.688956995748
05-01-28,12750.0,12750.0,13365.27685546875,11772.742690183723,14957.811020753777
05-01-31,12800.0,12800.0,13408.03955078125,11840.185615231809,14975.893486330691
05-02-01,12800.0,12800.0,13375.466796875,11788.164273583408,14962.769320166592
05-02-02,12700.0,12700.0,13380.16162109375,11778.53442179543,14981.78882039207
05-02-03,12500.0,12500.0,13479.1298828125,11896.943498743356,15061.316266881644
05-02-04,12450.0,12450.0,13573.02001953125,12041.994562214086,15104.045476848414
05-02-07,12450.0,12450.0,13523.15869140625,12001.377702475897,15044.939680336603
05-02-11,12200.0,12200.0,13352.20654296875,11795.325449284554,14909.087636652946
05-02-14,12450.0,12450.0,13216.24560546875,11613.528150589507,14818.963060347993
05-02-15,12550.0,12550.0,13111.94140625,11496.570373610357,14727.312438889643
05-02-16,12650.0,12650.0,12972.0,11329.156391488767,14614.843608511233
05-02-17,12500.0,12500.0,12837.88232421875,11152.245821837532,14523.518826599968
05-02-18,13050.0,13050.0,12784.94482421875,11072.318336810127,14497.571311627373
05-02-21,12900.0,12900.0,12818.64501953125,11117.004339618576,14520.285699443924
05-02-22,12550.0,12550.0,12816.00634765625,11151.304406146968,14480.708289165532
05-02-23,12950.0,12950.0,12717.88623046875,11038.845280889323,14396.927180048177
05-02-24,12800.0,12800.0,12582.71240234375,10863.048836477237,14302.375968210263
05-02-25,12800.0,12800.0,12516.8740234375,10764.52952559159,14269.21852128341
05-02-28,12900.0,12900.0,12568.97119140625,10815.556719307937,14322.385663504563
05-03-02,13050.0,13050.0,12628.9521484375,10917.625930976323,14340.278365898677
05-03-03,13200.0,13200.0,12590.544921875,10888.452015710434,14292.637828039566
05-03-04,13400.0,13400.0,12491.990234375,10761.244112314862,14222.736356435138
05-03-07,13750.0,13750.0,12435.3173828125,10679.116692654028,14191.518072970972
05-03-08,14200.0,14200.0,12470.9443359375,10716.9376357107,14224.9510361643
05-03-09,14600.0,14600.0,12516.1982421875,10800.858269438088,14231.538214936912
05-03-10,14600.0,14600.0,12459.7880859375,10751.982420210847,14167.593751664153
05-03-11,14600.0,14600.0,12348.9453125,10604.583095694838,14093.307529305162
05-03-14,14600.0,14600.0,12295.48974609375,10520.386428126001,14070.593064061499
05-03-15,14500.0,14500.0,12358.33642578125,10581.785196686009,14134.887654876491
05-03-16,14600.0,14600.0,12471.43212890625,10736.074982403981,14206.789275408519
05-03-17,14700.0,14700.0,12460.50390625,10735.398298439133,14185.609514060867
05-03-18,15300.0,15300.0,12364.35986328125,10603.381556945104,14125.338169617396
05-03-21,15200.0,15200.0,12305.89453125,10514.342948252253,14097.446114247747
05-03-22,14800.0,14800.0,12324.30078125,10537.19282496427,14111.40873753573
05-03-23,14500.0,14500.0,12308.7998046875,10559.2956127196,14058.3039966554
05-03-24,14500.0,14500.0,12235.86865234375,10470.587107666568,14001.150197020932
05-03-25,14550.0,14550.0,12120.337890625,10339.820400929506,13900.855380320494
05-03-28,14650.0,14650.0,11974.53515625,10162.283064923859,13786.787247576141
